"that is all, stop it.",general/general_commandstop
"that is enough, cancel.",general/general_commandstop
"that is enough, just cancel it.",general/general_commandstop
"that is enough, just cancel.",general/general_commandstop
"that is enough, just stop.",general/general_commandstop
"that is enough, stop.",general/general_commandstop
"that is good one, i appreciate it.",general/general_praise
"that is helpful, musch appreciated.",general/general_praise
"that is helpful, thanks.",general/general_praise
"that is nice work, thanks.",general/general_praise
"that is of no importance for me, olly.",general/general_dontcare
"that is of no importance to me, olly.",general/general_dontcare
"that is unimportant for me, olly.",general/general_dontcare
"that is unimportant, olly.",general/general_dontcare
"that is useful, i appreciate it, olly.",general/general_praise
"that is useful, thanks.",general/general_praise
"that was cool,.",general/general_affirm
"that was good one, appreciated.",general/general_praise
"that was good, thanks.",general/general_praise
"that was great, thank you.",general/general_praise
"that was helpful, i appreciate it.",general/general_praise
"that was helpful, thank you so much.",general/general_praise
"that was helpful,.",general/general_praise
"that was useful, musch appreciated, olly.",general/general_praise
"that was useful, musch appreciated.",general/general_praise
"that was wonderful work, musch appreciated.",general/general_praise
"that's all, cancel.",general/general_commandstop
"that's all, just cancel.",general/general_commandstop
"that's all, just stop it.",general/general_commandstop
"that's all, just stop.",general/general_commandstop
"that's all, stop it.",general/general_commandstop
"that's amazing, thanks, olly.",general/general_praise
"that's awesome job, i appreciate it, olly.",general/general_praise
"that's cool, appreciated, olly.",general/general_praise
"that's cool, thank you so much, olly.",general/general_praise
"that's cool, thank you so much.",general/general_praise
"that's cool, thank you very much.",general/general_praise
"that's cool,, olly.",general/general_praise
"that's cool,.",general/general_affirm
"that's enough, cancel it.",general/general_commandstop
"that's enough, just cancel.",general/general_commandstop
"that's enough, just stop it.",general/general_commandstop
"that's enough, just stop.",general/general_commandstop
"that's helpful, appreciated, olly.",general/general_praise
"that's perfect work, appreciated.",general/general_praise
"that's perfect, musch appreciated.",general/general_praise
"that's useful, appreciated, olly.",general/general_praise
"that's useful, appreciated.",general/general_praise
"that's useful, thank you so much.",general/general_praise
"that's useful, thank you, olly.",general/general_praise
"this does not matter to me, olly.",general/general_dontcare
"this does not matter, olly.",general/general_dontcare
"this doesn't matter, olly.",general/general_dontcare
"this is unimportant for me, olly.",general/general_dontcare
"this is unimportant to me, olly.",general/general_dontcare
"this is unimportant, olly.",general/general_dontcare
"this may brings given of these proble,s to us",social/social_post
"uh no, i did not ask for it command.",general/general_negate
"uh no, i did not ask for that command.",general/general_negate
"uh no, i think you made mistake, please modify it.",general/general_negate
"uh no, i think you've done the task wrong.",general/general_negate
"uh no, it is incorrect answer.",general/general_negate
"uh no, it is not what i just requested.",general/general_negate
"uh no, that is not what i am looking for.",general/general_negate
"uh no, that isn't what i requested.",general/general_negate
"uh no, you gave me incorrect information.",general/general_negate
"uh no, you gave me not right information.",general/general_negate
"uhh no, i did not say it.",general/general_negate
"uhh no, i did not say this.",general/general_negate
"uhh no, i think you have done a task incorrectly.",general/general_negate
"uhh no, incorrect command.",general/general_negate
"uhh no, it was not what i was looking for.",general/general_negate
"uhh no, that isn't what i was looking for.",general/general_negate
"uhh no, that's not what i was searching for.",general/general_negate
"wait, i think it's not the correct answer.",general/general_negate
"wait, i think that's not the right answer.",general/general_negate
"wait, you do not understand me.",general/general_negate
"well done, appreciated, olly.",general/general_praise
"well done, i appreciate it.",general/general_praise
"well done, thank you.",general/general_praise
"whatever is good with me, olly.",general/general_dontcare
"would not bother, olly.",general/general_dontcare
"would not mind to select any one, olly.",general/general_dontcare
"would not really care, olly.",general/general_dontcare
"would not really know, olly.",general/general_dontcare
"would not really mind for any one, olly.",general/general_dontcare
"would not really mind to select any one, olly.",general/general_dontcare
"would not really mind, olly.",general/general_dontcare
"wouldn't care, olly.",general/general_dontcare
"wouldn't know, olly.",general/general_dontcare
"wouldn't really bother, olly.",general/general_dontcare
"wouldn't really know, olly.",general/general_dontcare
"you are awesome, appreciated.",general/general_praise
"you are awesome, thank you very much, olly.",general/general_praise
"you are helpful, musch appreciated.",general/general_praise
"you are helpful, thank you.",general/general_praise
"you are hero, thank you so much.",general/general_praise
"you are hero, thank you very much.",general/general_praise
"you are hero, thanks.",general/general_praise
"you are hero,.",general/general_praise
"you are my hero, appreciated.",general/general_praise
"you are my hero, i appreciate it.",general/general_praise
"you are my hero, thank you so much.",general/general_praise
"you are my star, thank you so much.",general/general_praise
"you are my star, thank you very much.",general/general_praise
"you are so helpful, musch appreciated.",general/general_praise
"you are so helpful, thank you so much, olly.",general/general_praise
"you are the best, thank you so much, olly.",general/general_praise
"you are the best, thank you.",general/general_praise
"you did a mistake, please check that.",general/general_negate
"you did amazing work, thank you so much.",general/general_praise
"you did amazing work,.",general/general_praise
"you did fantastic job, thank you so much.",general/general_praise
"you did good work, thank you very much.",general/general_praise
"you did great job, musch appreciated.",general/general_praise
"you did nice job, appreciated, olly.",general/general_praise
"you did nice job,.",general/general_praise
"you did perfect job, thank you so much.",general/general_praise
"you did perfect job, thank you very much, olly.",general/general_praise
"you did wonderful work, appreciated.",general/general_praise
"you did wonderful work, i appreciate it.",general/general_praise
"you did wonderful work, thank you so much, olly.",general/general_praise
"you have done it correctly thank you very much, olly.",general/general_praise
"you have done it right thanks, olly.",general/general_praise
"you have done that correctly thank you very much, olly.",general/general_praise
"you have done that correctly thanks, olly.",general/general_praise
"you have done that right thanks, olly.",general/general_praise
"you helped a lot, appreciated.",general/general_praise
"you helped a lot, i appreciate it, olly.",general/general_praise
"you helped a lot, musch appreciated, olly.",general/general_praise
"you helped a lot, thank you very much, olly.",general/general_praise
"you helped a lot,, olly.",general/general_praise
"you rock, thanks.",general/general_praise
"you've done that correctly, olly.",general/general_praise
"you've done that right, olly.",general/general_praise
[business_name : @nikesupport] i need some assistance regarding some shoes i bought last week,social/social_post
[business_name : @nikesupport] the shoes i bought last week already have a hole in the sole,social/social_post
[email_address : jj.nzt@yahoo dot com],email/email_sendemail
[email_address : lindafancy55@gmail dot com],email/email_sendemail
a cup of coffee please,iot/iot_coffee
a joke please,general/general_joke
a little brighter thanks,iot/iot_hue_lightup
a priest walks into a bar,general/general_joke
about demoudularity,general/general_quirky
access coffee maker begin process,iot/iot_coffee
accident or normal traffic,transport/transport_traffic
acquire latest news,news/news_query
activate a different light color,iot/iot_hue_lightchange
activate coffee machine,iot/iot_coffee
activate music,play/play_music
activate radio and tune into nine hundred and eighty nine,play/play_radio
activate robot cleaner in an hour,iot/iot_cleaning
activate robot vacuum cleaner,iot/iot_cleaning
activate robot vacuum,iot/iot_cleaning
activate silent,audio/audio_volume_mute
activate the cleaner for furniture cleaning,iot/iot_cleaning
activate the radio please,play/play_radio
activate the robot and vacuum the floor,iot/iot_cleaning
activate the robot vacuum,iot/iot_cleaning
activate the roomba,iot/iot_cleaning
activate the vacuum cleaner and use it,iot/iot_cleaning
activate the vacuum cleaner,iot/iot_cleaning
activate the vacuum,iot/iot_cleaning
activate the wemo plug socket,iot/iot_wemo_on
activate vacuum cleaner,iot/iot_cleaning
activate vacuum,iot/iot_cleaning
add [email_address : apahelp@yahoo dot com] in my contact list,email/email_addcontact
add [email_address : apahelp@yahoo dot com] to my contacts,email/email_addcontact
add [email_address : dale@gmail dot com] to my contacts,email/email_addcontact
add [email_address : dan@dancom] to my contacts,email/email_addcontact
add [email_address : erosser@hotmail dot com] as a new contact for emily rosser,email/email_addcontact
add [email_address : john@gmail dot com] to contacts,email/email_addcontact
add [email_address : jpearsonjessica@gmail dot com] to email contacts,email/email_addcontact
add [email_address : sam@gmail dot com] to my contacts list,email/email_addcontact
add [email_address : something@gmail dot com] to my contacts,email/email_addcontact
add a five am alarm in place of my nine pm alarm,alarm/alarm_set
add a item,lists/lists_createoradd
add a lunch with mike,calendar/calendar_set
add a meeting with architect to my new project list,lists/lists_createoradd
add a movie name to the wish list,lists/lists_createoradd
add a new contact for daniel bell [email_address : dbell@aol dot com],email/email_addcontact
add a new email address which is,email/email_addcontact
add a new email contact to my list,email/email_addcontact
add a new email for julie smith,email/email_sendemail
add a new email in my contacts from john,email/email_addcontact
add a new email,email/email_addcontact
add a new list,lists/lists_createoradd
add a tab to the shopping list,lists/lists_createoradd
add a wrist watch to the shopping list,lists/lists_createoradd
add an alarm for tomorrow morning at six am,alarm/alarm_set
add an event for july thirtieth named birthday,calendar/calendar_set
add apples to shopping list,lists/lists_createoradd
add appointment in the list,lists/lists_createoradd
add appointment to list,lists/lists_createoradd
add bananas to my shopping list,lists/lists_createoradd
add bruno mars to my favorites,music/music_likeness
add build my resume to my to do list,lists/lists_createoradd
add business contacts to contact list,lists/lists_createoradd
add butter to the list,lists/lists_createoradd
add car service to my list of things to do today,lists/lists_createoradd
add carl's email to my contact,email/email_addcontact
add cereal to my shopping list,lists/lists_createoradd
add chives to my shopping list,lists/lists_createoradd
add coffee to the grocery list,lists/lists_createoradd
add contacts n mail,email/email_addcontact
add dan's email,email/email_addcontact
add detergent to the list of things i need to buy,lists/lists_createoradd
add dr rosenstock as an email contact,email/email_addcontact
add eggs to list,lists/lists_createoradd
add eggs to my grocery list,lists/lists_createoradd
add eggs to my grocery's shopping list,lists/lists_createoradd
add eggs to my list,lists/lists_createoradd
add email address [email_address : iamironman@gmail dot com],email/email_addcontact
add email to contacts,email/email_addcontact
add email to existing contact,email/email_addcontact
add event on august twenty one at nine am,calendar/calendar_set
add every girl life by evelyn mayer to the must read list,lists/lists_createoradd
add five plus eighteen minus four please,qa/qa_maths
add item,lists/lists_createoradd
add juice to my grocery list,lists/lists_createoradd
add ketchup to the list,lists/lists_createoradd
add light,iot/iot_hue_lightup
add lowes hardware to my contact emails located in cleveland ohio,email/email_addcontact
add mary's birthday on the twenty second to my calendar please,calendar/calendar_set
add milk to grocery list,lists/lists_createoradd
add milk to my grocery list,lists/lists_createoradd
add mow lawn to things to do list,lists/lists_createoradd
add my opinion to this song great,music/music_likeness
add my practice at king's park on feb four at two pm,calendar/calendar_set
add my sister visiting to my family calendar,calendar/calendar_set
add my upcoming meeting to my calendar,calendar/calendar_set
add new checklist,lists/lists_createoradd
add new email address,email/email_addcontact
add new email to anna,email/email_addcontact
add new email to contacts,email/email_addcontact
add new email to my contacts [email_address : macs@gmail dot com],email/email_addcontact
add new items in the remainder list,lists/lists_createoradd
add new songs to playlist,lists/lists_createoradd
add oil change to my to do list,lists/lists_createoradd
add on my calendar for today joe smith at one pm,calendar/calendar_set
add paav bhaji in menu card,lists/lists_createoradd
add pastries to the christmas list,lists/lists_createoradd
Add pick up kids from school to my to do list for today,lists/lists_createoradd
add picture to facebook,social/social_post
add podcast favourites to playlist and start,play/play_podcasts
add rebecca green to my list of favorite contacts,email/email_querycontact
add remainder,calendar/calendar_set
add remember to call mom to my reminders,calendar/calendar_set
add reminder today evening to collect the parcel from jakes bristo,calendar/calendar_set
add sarah as email contact,email/email_addcontact
add selected song,music/music_likeness
add shoes to my list,lists/lists_createoradd
add shopping to my to do list,lists/lists_createoradd
add something to my list,lists/lists_createoradd
add song to running list,music/music_likeness
add soup to my shopping list,lists/lists_createoradd
add spent five dollars in my expenses list,lists/lists_createoradd
add sugar to my shopping list,lists/lists_createoradd
add tal meeting this Thursday to calendar,calendar/calendar_set
add that song to my playlist,music/music_likeness
add that song to my top ten favorites list,music/music_likeness
add the email [email_address : oriam@gmail dot com] to my contacts,email/email_addcontact
add the item to a list,lists/lists_createoradd
add the item to the list,lists/lists_createoradd
add the new email to my contacts,email/email_addcontact
add the song the new playlist,lists/lists_createoradd
add the song to my favorites,music/music_likeness
add these documents to the things i need to travel with,lists/lists_createoradd
add this channel to pandora,music/music_likeness
add this email address to my contacts and send an email to,email/email_addcontact
add this email to a new contact,email/email_addcontact
add this email to my address book,email/email_addcontact
add this email to my contact list,email/email_addcontact
add this email to my contact,email/email_addcontact
add this email to my contacts,email/email_addcontact
add this item to the list,lists/lists_createoradd
add this new email to my contacts,email/email_addcontact
add this new email with contact,email/email_addcontact
add this new email,email/email_addcontact
add this one also,lists/lists_createoradd
add this person's email,email/email_addcontact
add this song to favorites playlist,music/music_likeness
add this song to my catalogue,music/music_likeness
add this song to my favorite list,music/music_likeness
add this song to my music,music/music_likeness
add this song to my playlist,music/music_likeness
add to calendar an medical appointment for the first day of the next five months,calendar/calendar_set
add to calendar an office meeting for the next three days,calendar/calendar_set
add to calendar october first at two pm lunch with ann,calendar/calendar_set
add to the list,lists/lists_createoradd
add toothpaste to my shopping list,lists/lists_createoradd
add vodka to my party shopping list,lists/lists_createoradd
add wash jeans to laundry list,lists/lists_createoradd
add work email address,email/email_addcontact
add yoga class at noon to my schedule for the next three sundays,calendar/calendar_set
adjust light when i get home,iot/iot_hue_lightchange
adjust media volume up,audio/audio_volume_up
adjust sound,audio/audio_volume_other
adjust the light option,iot/iot_hue_lightchange
adjust the light,iot/iot_hue_lightchange
adjust the lights to a lower setting please,iot/iot_hue_lightdim
adjust the volume,audio/audio_volume_other
after swimming lessons what else is on my calendar on tuesday,calendar/calendar_query
after this one play song,play/play_music
after this song play atmosphere,play/play_music
again clarify it to me please.,general/general_explain
again clarify me on your answers.,general/general_explain
again please.,general/general_repeat
again.,general/general_repeat
agree.,general/general_affirm
ah it is excellent.,general/general_affirm
ah it's amazing work.,general/general_praise
ah it's awesome work.,general/general_praise
ah it's great work.,general/general_praise
ah that was amazing job.,general/general_praise
ah that was good one.,general/general_praise
ah that was great work.,general/general_praise
ah that's good job.,general/general_praise
air pollution,weather/weather_query
alarm five pm,alarm/alarm_set
alarm set eight am,alarm/alarm_set
alarm set for time,alarm/alarm_set
alarm settings,alarm/alarm_query
alarm status,alarm/alarm_query
alarm ten am,alarm/alarm_set
alarm time for twelve pm,alarm/alarm_set
alarm,alarm/alarm_set
alarms,alarm/alarm_query
alert me at five hours,alarm/alarm_set
alert me at three pm to goto the concert,alarm/alarm_set
alert me at two hundred and thirty,alarm/alarm_set
alert me of an email from dave about the meeting,email/email_query
alert me when my anniversary is,calendar/calendar_set
alert,calendar/calendar_set
alex has told me that he will send an email regarding the price of the machine please check if that has come,email/email_query
all alarms,alarm/alarm_query
all food items with the prefix dry should be taken away from the list,lists/lists_remove
all i ever want to hear is rap,music/music_likeness
all lights colour to blue please,iot/iot_hue_lightchange
all lights has to be turned off during the day,iot/iot_hue_lightoff
all meetings between tenth and thirteenth may,calendar/calendar_query
all music released between one thousand nine hundred and ninety and two thousand is only to played,play/play_music
alter the color of the lights at home,iot/iot_hue_lightchange
am i free at three pm tomorrow,calendar/calendar_query
am i free friday afternoon,calendar/calendar_query
am i going to need to put on sunscreen lotion today,weather/weather_query
am i gonna hit traffic,transport/transport_traffic
am i off work on memorial day,calendar/calendar_query
am i scheduled to have any meeting today,calendar/calendar_query
amazing response to the command.,general/general_affirm
amazing.,general/general_affirm
amazon still has my phone connected to someone else's account,social/social_post
amazon stock price,qa/qa_stock
amd's current stock prices,qa/qa_stock
an graphical images effects to be required,general/general_quirky
an object is an invisible,general/general_quirky
and the darkness has fallen,iot/iot_hue_lighton
and the light began,iot/iot_hue_lighton
and the pound is doing how badly against the euro,qa/qa_currency
angry bird play,play/play_game
annie could you please search the internet and play the videos for cooking italian food,cooking/cooking_recipe
answer for three times four,qa/qa_maths
answer is confirmed.,general/general_affirm
answer paul's email,email/email_sendemail
answer the equation eight times seven,qa/qa_maths
answer this mathematical question,qa/qa_maths
answer this question what's the first boss in super mario bros,general/general_quirky
any alarms currently listed,alarm/alarm_query
any cultural events in california,recommendation/recommendation_events
any email from my client,email/email_query
any events happening nearby,recommendation/recommendation_events
any events in delhi today,recommendation/recommendation_events
any events in my calendar today,calendar/calendar_query
any events this weekend in pondichery,recommendation/recommendation_events
any fast food meal offers,takeaway/takeaway_order
any funny jokes,general/general_joke
any good bike shops in oxford,recommendation/recommendation_locations
any good fast food items,takeaway/takeaway_order
any good movies,recommendation/recommendation_movies
any incoming emails in the last five minutes,email/email_query
any interesting happenings in the world,news/news_query
any junk mails,email/email_query
any low priced delicacies,takeaway/takeaway_order
any mail from amazon today,email/email_query
any meeting on friday,calendar/calendar_query
any new email from the boss,email/email_query
any new facebook posts from amy,social/social_query
any new interests from linda,social/social_query
any new messages,email/email_query
